Module,Tech,Width,Target Freq,Delay,Area,L Power (nW),D energy (nJ)
mux8,tsmc28,16,12264,0.08147446510110894,128.771998,548.714,0.02666340508806262
shiftleft,tsmc28,64,8438,0.12204549561507466,993.761998,5040.0,0.2788575491822707
mux4,tsmc28,32,16412,0.06514902607847917,89.837999,413.021,0.025834755057275165
mux4,sky90,128,3179,0.31437432840515883,1886.500037,637.622,0.5533186536646744
mux8,tsmc28,64,10133,0.09847845682423764,312.353999,1540.0,0.08516727523931708
mux2,tsmc28,64,19682,0.0517638447312265,99.036,577.742,0.029976628391423635
mux8,sky90,1,5409,0.18314205675725645,69.580001,41.904,0.01212793492327602
mux2,tsmc28,1,47818,0.020583627044209293,2.016,13.728,0.0005876448199422811
add,tsmc28,64,8862,0.12251134506883322,461.034004,2360.0,0.17659670503272398
mux4,tsmc28,1,27830,0.038088446999640674,5.292,41.928,0.0017103844771828962
shiftleft,tsmc28,32,10354,0.10129703148541626,390.725998,1980.0,0.10633571566544331
mux4,sky90,64,3785,0.2729937926023778,919.240018,338.811,0.2808454425363276
mux4,tsmc28,128,12566,0.07951181855801369,277.199998,1300.0,0.08952729587776541
mult,sky90,128,493,2.028396565922921,264363.823149,77300.0,208.79107505070994
priorityencoder,tsmc28,128,10525,0.09499787648456057,223.902,621.526,0.028883610451306413
mux4,sky90,128,3459,0.3162518962127782,2229.500043,871.583,0.6551026308181555
priorityencoder,tsmc28,8,10,0.05780799999999431,4.284,14.558,0.000862
flop,sky90,128,8571,0.11434450029168125,2132.4799805,1035.0,3.0963131489907827
comparator,tsmc28,128,9184,0.10887901742160278,507.15,2030.0,0.11378484320557491
add,tsmc28,16,10599,0.09414852344560808,71.064001,359.005,0.02887064817435607
mux4,sky90,1,7166,0.13686586491766678,26.460001,19.975,0.005456321518280769
mux4,sky90,8,10,0.3993300000000062,116.620002,9.077,0.02394
mux4d,tsmc28,1,33244,0.030080616051016723,4.158,30.464,0.0012811334376128022
priorityencoder,tsmc28,16,21253,0.04703118086858326,21.672,78.026,0.004008845810003294
priorityencoder,sky90,8,7843,0.12626623128904757,49.980001,32.378,0.010850439882697946
mux4,sky90,8,4740,0.2126584641350211,145.040003,62.861,0.03919831223628691
mux4d,sky90,1,9119,0.1094081470555982,48.020001,46.22,0.013071608729027306
mux2,tsmc28,64,17082,0.05841015443156539,84.041999,419.594,0.023650626390352418
mult,sky90,16,997,1.0029260270812437,7519.540137,4940.0,6.376128385155466
add,sky90,32,2614,0.42499447054322875,1406.300027,636.339,0.598699311400153
mult,sky90,8,1258,0.794436559618442,1926.680037,1050.0,1.279014308426073
mux2,sky90,8,5087,0.19261551641438962,70.560001,12.959,0.018812659720857085
csa,tsmc28,32,23053,0.04244530217325294,124.992002,962.249,0.055133822062204484
mult,tsmc28,8,10,0.5050959999999947,142.631998,499.628,0.0635
priorityencoder,tsmc28,32,16134,0.06174490987975703,54.054,163.63,0.008478988471550762
mux8,tsmc28,64,10,0.24052399999999352,206.513999,803.317,0.0404
add,sky90,8,3804,0.2758531777076761,257.740005,154.606,0.12381703470031545
csa,tsmc28,8,25505,0.04036599843168006,50.4,475.36,0.02136835914526563
mux8d,sky90,1,7903,0.13242722750854108,89.180001,45.284,0.016031886625332153
mux4,sky90,64,3562,0.28061815665356543,1076.040021,276.31,0.27681078046041546
mux4d,sky90,1,8925,0.11149681792717087,50.960001,49.104,0.013602240896358544
mux8,sky90,32,3369,0.3275659833778569,1058.400021,328.34,0.2143069159988127
flop,sky90,16,8221,0.1143447031991242,266.5599975,129.629,0.38711835543121276
shiftleft,sky90,64,10,1.4229579999999942,2117.780041,153.751,0.36299999999999993
flop,sky90,128,9096,0.11434443447669304,2132.4799805,1035.0,3.096470976253298
mux4,sky90,16,3748,0.26579596478121664,232.260005,65.645,0.0672358591248666
mux2,tsmc28,8,29614,0.03374481252110488,16.758,114.564,0.005436617815897886
shiftleft,sky90,128,10,2.072533000000007,4988.200097,311.979,0.956
priorityencoder,sky90,32,4692,0.21690972975277067,370.440007,198.644,0.04471440750213128
comparator,sky90,8,5129,0.20861177968414896,224.420003,142.569,0.05790602456619224
add,sky90,32,2372,0.42075916020236087,1269.100024,537.997,0.5189713322091062
mux2,sky90,32,5203,0.21903980953296176,237.160005,57.793,0.0768787238131847
shiftleft,sky90,64,2203,0.45385946391284615,3914.120062,2680.0,1.144802541988198
mult,tsmc28,8,5401,0.1935488979818552,545.076,3950.0,0.3588224402888354
mult,sky90,32,809,1.2962689431396788,27029.380482,17800.0,27.053152039555005
mult,tsmc28,32,3033,0.3295775611605671,6343.721998,47200.0,6.303330036267723
mux4,sky90,32,10,0.8744200000000006,423.360008,27.792,0.1045
flop,sky90,64,8746,0.11434398307797851,1066.23999,520.0,1.548364966841985
flop,tsmc28,16,18818,0.04889161005420342,30.24,157.289,0.05446115421405038
mux4,sky90,16,4455,0.2231388911335578,392.0,398.313,0.1037037037037037
priorityencoder,sky90,16,5419,0.18031289223103894,125.440002,50.563,0.018305960509319066
mult,sky90,64,581,1.721128395869191,68673.500832,21700.0,57.345955249569705
priorityencoder,sky90,64,4344,0.2409075782688766,890.820015,461.143,0.09231123388581954
comparator,sky90,64,3067,0.36997951613955005,1251.460024,221.953,0.14150635800456474
mux2,tsmc28,16,19150,0.05221932114882506,15.75,88.448,0.005159268929503916
mux8,sky90,1,6232,0.16910413093709886,77.420002,50.656,0.01235558408215661
priorityencoder,sky90,32,10,0.8791959999999932,196.980004,12.728,0.011870000000000002
comparator,tsmc28,16,13736,0.07273839778683751,54.558,250.167,0.014349155503785673
comparator,sky90,8,5032,0.2153801399046105,244.020004,169.251,0.06279809220985691
comparator,tsmc28,64,11732,0.09292495874531197,284.886,1320.0,0.06657006478008863
mult,tsmc28,64,10,4.225143000000003,6729.029936,23600.0,6.0600000000000005
shiftleft,tsmc28,64,8272,0.12086674854932303,1041.263998,5460.0,0.2895309477756286
csa,sky90,128,6173,0.16536178810950916,5394.900105,3330.0,2.4791835412279286
mux8,tsmc28,1,16357,0.059911905117075254,7.182,38.342,0.0018878767500152837
mux8d,tsmc28,1,21059,0.04721963559523244,6.804,34.408,0.0018092027161783562
mux8d,sky90,1,8052,0.1324277471435668,91.140001,43.658,0.016008445106805762
mux2,tsmc28,8,29021,0.03376780641604355,16.884,113.726,0.005440887633093278
comparator,tsmc28,16,10,0.16839600000000132,29.736,97.848,0.0068000000000000005
add,tsmc28,64,7877,0.12692688523549575,367.920002,1700.0,0.1405357369556938
mux4,sky90,128,3294,0.3065102707953855,2226.560042,1070.0,0.6715239829993928
priorityencoder,tsmc28,16,10,0.11891900000000533,10.962,32.132,0.00191
csa,sky90,8,5518,0.1796730815512867,280.280005,194.202,0.14244291409931137
mux2,sky90,1,12529,0.08300882959533881,13.72,12.3,0.0039029451672120677
shiftleft,sky90,8,4674,0.2294615079161318,243.040005,191.378,0.06546854942233632
mux2,tsmc28,16,19916,0.0524708857200241,15.372,84.373,0.005046194014862422
flop,sky90,128,8046,0.11434435918468804,2132.4799805,1035.0,3.0963211533681334
add,tsmc28,8,13007,0.07612567909587145,30.366,161.839,0.011855154916583378
mult,sky90,16,10,5.005561999999998,3869.040009,641.517,1.6879999999999997
comparator,tsmc28,64,10428,0.09588966551591867,260.82,1030.0,0.05974299961641734
mux2,sky90,32,5003,0.19908807195682593,375.340008,259.372,0.13671796921846893
mult,tsmc28,16,10,1.0536270000000059,539.405992,1830.0,0.368
priorityencoder,tsmc28,64,12699,0.07861935798094338,104.706,306.577,0.01392235609103079
mux2,sky90,1,13011,0.08300904319422028,13.72,12.3,0.0039043885942663895
mult,sky90,128,555,1.9449018018018018,305166.124288,139000.0,316.31891891891894
mux2,sky90,16,4850,0.20207356701030926,119.560002,32.354,0.03884536082474227
shiftleft,sky90,8,4327,0.23025600254217704,259.700005,196.451,0.07534088282874972
comparator,tsmc28,8,18105,0.058020360950013804,35.154,195.216,0.00964374482187241
mux8,sky90,1,5879,0.16984595526450078,75.460001,60.639,0.014237115155638714
comparator,sky90,64,10,1.1199110000000019,1008.42002,127.626,0.0831
priorityencoder,sky90,32,4405,0.22696975595913735,348.880006,159.17,0.040794551645856984
mux8,sky90,64,3088,0.3305971968911917,2143.260041,777.3,0.4740932642487046
mux2,sky90,8,5511,0.18835127127563056,64.680001,21.541,0.019306840863727092
mult,tsmc28,16,3590,0.2785115320334262,1216.278005,8230.0,1.1376044568245125
mux2,sky90,128,3728,0.26636334334763945,934.920018,235.084,0.3076716738197425
flop,tsmc28,8,19227,0.048891193998023615,15.12,78.634,0.027232537577365167
mux2,sky90,1,12047,0.08300821781356355,13.72,12.3,0.003909687059018843
priorityencoder,tsmc28,16,19553,0.05112504710274639,17.136,56.184,0.003283383623996318
mux8,tsmc28,128,10,0.39436299999999846,411.011997,1610.0,0.0853
add,sky90,128,1810,0.552345187845304,5897.640112,1960.0,1.8342541436464088
mux2,sky90,16,10,0.6069949999999977,113.680002,19.729,0.0386
mux2,sky90,16,5345,0.20207373900841907,119.560002,32.354,0.03889616463985033
mult,sky90,8,1284,0.778472199376947,2067.800038,1220.0,1.2710280373831777
mux4d,sky90,1,10478,0.10307706069860662,51.940001,49.18,0.013638098873830882
mux4,sky90,16,4411,0.22421796236681027,359.659999,419.855,0.10088415325323055
shiftleft,sky90,64,2027,0.492941911198816,2849.840051,1050.0,0.6729156388751849
csa,tsmc28,32,26486,0.040226795514611495,209.663999,1960.0,0.08717813184323794
mux4,tsmc28,128,12828,0.07792147458684127,296.603998,1450.0,0.09588400374181479
flop,tsmc28,128,18818,0.04889161005420342,241.919998,1260.0,0.43562015091933254
mux2,tsmc28,8,10,0.08170300000000452,7.56,38.026,0.00241
flop,sky90,16,8571,0.11434450029168125,266.5599975,129.629,0.3871193559677984
mux2,sky90,64,4020,0.25170921890547265,533.119997,224.115,0.2
mux8d,tsmc28,1,21498,0.04628595497255559,17.514,137.759,0.005730765652618848
priorityencoder,sky90,16,5655,0.1753866595932803,133.280002,84.414,0.020176834659593284
mux2,tsmc28,64,17454,0.057247457087200644,79.254,433.639,0.023719491234101067
mux4,sky90,128,2914,0.34151589910775565,1962.940038,488.841,0.5243651338366507
comparator,sky90,32,3602,0.276293542476402,690.900013,315.709,0.10771793448084398
add,sky90,128,1960,0.5343460816326531,6824.72013,2820.0,2.4168367346938777
mux8d,tsmc28,1,23691,0.04558612198725254,20.664,171.151,0.006631210164197375
mux2,tsmc28,8,31983,0.03374461038676797,16.758,114.743,0.0054497701904136575
mux4,sky90,128,3120,0.32006682051282054,2008.020039,557.55,0.5423076923076923
mux2,sky90,64,3745,0.26633369692923897,459.620009,146.5,0.16555407209612816
mux2,sky90,32,4802,0.20550356393169514,369.460007,247.031,0.13473552686380677
shiftleft,tsmc28,128,7585,0.14153315622940013,2560.949989,13000.0,0.7444957152274226
comparator,sky90,64,3255,0.32338666205837174,1354.360026,436.796,0.18525345622119815
mux2,tsmc28,16,20299,0.0524705105177595,15.372,84.373,0.005039657125966796
shiftleft,tsmc28,8,16418,0.06592875867949811,61.488,451.858,0.02028261664027287
shiftleft,sky90,64,2159,0.4631083969430292,3537.800054,2160.0,1.0490968040759612
mux4,tsmc28,1,28355,0.038088148651031564,5.292,41.928,0.0017069299947099275
add,sky90,64,2225,0.466599202247191,2894.920056,1040.0,0.9842696629213483
csa,tsmc28,16,10,0.06758100000000411,34.271999,114.459,0.014410000000000001
comparator,sky90,128,2898,0.39185256245686684,2667.560051,751.018,0.31573498964803315
comparator,tsmc28,64,10211,0.09791160101850946,246.708,1010.0,0.057389090196846536
mux4,tsmc28,64,10,0.17948199999999304,106.847999,391.422,0.027700000000000002
mux2,sky90,128,4108,0.25670645861733205,1104.460019,443.391,0.37000973709834467
priorityencoder,tsmc28,64,14356,0.07864628615213151,128.268,410.848,0.01699637782112009
mux8d,sky90,1,7456,0.13268717167381974,88.200001,42.371,0.01636266094420601
mux2,sky90,32,5103,0.2190401589261219,237.160005,57.793,0.07681755829903977
mux8,tsmc28,16,12999,0.07783899453804138,166.823999,864.695,0.033387183629509966
comparator,tsmc28,32,11410,0.08759541893076249,133.056,523.589,0.03242769500438212
add,tsmc28,128,7499,0.13434411348179756,1029.54601,5030.0,0.3831177490332045
mult,sky90,16,957,1.044805079414838,6996.220129,4080.0,5.647857889237199
csa,sky90,8,5998,0.16669324074691563,332.220006,234.084,0.17305768589529844
csa,sky90,16,5689,0.16671381683951486,580.160011,413.956,0.2984707329934962
add,tsmc28,128,6922,0.1444319170759896,814.212006,3770.0,0.3185495521525571
flop,sky90,64,8046,0.11434435918468804,1066.23999,520.0,1.5482848620432514
mux8,sky90,32,3115,0.32077628731942215,1099.560021,345.681,0.20513643659711076
mult,sky90,16,1017,1.006137169124877,7719.460138,5170.0,6.812192723697148
comparator,tsmc28,128,9933,0.10677251927917045,498.834,2190.0,0.1120507399577167
add,sky90,16,2824,0.35254064872521246,562.520011,272.42,0.22839943342776206
mux2,sky90,128,4324,0.2587083450508788,1099.560018,533.373,0.3878353376503238
mux4,tsmc28,8,16699,0.05960982537876519,20.16,94.804,0.005976405772800767
comparator,tsmc28,8,16738,0.0595542944198829,34.524,177.167,0.009355956506153663
mux4,sky90,128,3168,0.3155825656565656,1988.420039,716.011,0.5792297979797979
comparator,sky90,32,3458,0.2884604997108155,709.520014,223.226,0.0948525159051475
csa,sky90,64,6537,0.1653613709652746,2947.840057,1740.0,1.271837234205293
mux2,tsmc28,64,18939,0.05314609826284387,84.797999,432.492,0.023971698611331114
mux2,sky90,64,10,0.9630970000000048,444.920009,77.207,0.168
flop,tsmc28,8,10,0.048889000000002625,15.12,78.6345,0.027246000000000003
comparator,tsmc28,8,17422,0.05733769130983814,35.784,170.595,0.009488003673516243
flop,tsmc28,8,20864,0.048891447852760735,15.12,78.634,0.02723590874233129
mult,tsmc28,128,1868,0.5353279057815846,44272.49428,262000.0,50.01177730192719
add,sky90,128,10,13.960425999999998,1867.879976,221.488,0.653
mux2,tsmc28,64,10,0.18685899999999833,56.826002,290.226,0.02082
flop,sky90,32,8046,0.11434435918468804,533.119995,259.258,0.7741735023614218
priorityencoder,tsmc28,8,28829,0.03459129404419161,6.174,23.212,0.0013423982795102154
mux2d,tsmc28,1,49652,0.019658175622331426,2.142,15.112,0.0006021912511077097
mux2,sky90,32,4150,0.23922785542168676,230.300004,85.432,0.08602409638554216
mux8d,sky90,1,6859,0.1408138474996355,110.740002,89.514,0.024901589152937748
mux8,tsmc28,128,10893,0.09798407472688883,830.591987,3990.0,0.1872762324428532
csa,sky90,16,6537,0.1653613709652746,736.960014,439.259,0.31910662383356275
mult,sky90,128,482,2.0746737966804982,251002.502634,63000.0,174.44190871369292
mux8,sky90,32,3051,0.32773938970829236,1253.419994,557.88,0.3352999016715831
mux2,sky90,1,11806,0.08300869354565475,13.72,12.3,0.0038963239031001187
priorityencoder,sky90,128,3409,0.2933331557641537,1602.300031,610.009,0.1261366969785861
mux2,tsmc28,32,16471,0.060023767895088335,29.484001,155.318,0.009586546050634446
mux2,sky90,8,5193,0.19048991700365878,59.780001,16.177,0.01919892162526478
mux2,sky90,64,4038,0.24874735017335314,475.300009,113.443,0.15156017830609214
mux4,sky90,16,4469,0.23470170552696354,411.600005,351.781,0.09599462967106737
add,sky90,64,2182,0.463233142071494,2916.480057,1140.0,1.0664527956003667
mux2,sky90,1,11083,0.08482327754218172,11.76,9.281,0.0037264278624921056
mux8,tsmc28,1,18027,0.06011034703500305,9.072,57.908,0.0027958062905641535
mux4d,tsmc28,1,35239,0.029485649763046625,6.426,53.388,0.0019552200686739126
mux4,sky90,8,4847,0.21051618341242007,160.720002,75.759,0.04120074272746029
mux8,sky90,64,3269,0.3220959461609055,2250.080042,750.807,0.4717038849801162
flop,tsmc28,64,18818,0.04889161005420342,120.959999,630.0,0.21784993091720692
flop,tsmc28,128,21273,0.0488919443425939,241.919998,1260.0,0.43564612419498894
mult,tsmc28,64,2247,0.44503082821539836,13239.198086,83600.0,15.089452603471296
mux4,sky90,8,4754,0.2126581796381994,145.040003,62.861,0.03910391249474127
mux2,sky90,64,4060,0.24566741871921183,514.50001,165.954,0.16403940886699508
mux4d,tsmc28,1,31250,0.03008,4.158,30.468,0.00128192
shiftleft,tsmc28,128,10,0.6244959999999935,621.683997,1970.0,0.22
comparator,sky90,128,2844,0.3556604402250352,2858.660053,1040.0,0.37095639943741204
flop,tsmc28,32,18818,0.04889161005420342,60.4799995,314.5785,0.10892230842810076
mux4,sky90,128,3421,0.30357918941829876,2183.440041,857.282,0.6033323589593687
add,sky90,128,2036,0.5260351355599214,6531.700127,2540.0,2.2264243614931236
mult,sky90,8,1415,0.7822477809187279,2212.840039,1440.0,1.542049469964664
mult,tsmc28,64,2294,0.43591579075850045,14614.866081,95200.0,16.97384481255449
mux4,tsmc28,64,14762,0.06852549844194553,305.42399,1370.0,0.07119631486248477
flop,tsmc28,8,22091,0.048891303426734874,15.12,78.635,0.027239599837037706
mux4,sky90,64,3859,0.3036454908007256,1512.140028,861.823,0.411764705882353
flop,sky90,32,9445,0.11434412493382742,533.119995,259.258,0.7742191635786131
mux8,sky90,1,5526,0.17846672167933406,70.560001,50.725,0.014115092290988058
mux8,tsmc28,16,12018,0.08288952055250458,91.728,436.205,0.025212181727408887
flop,sky90,8,10,0.1143419999999935,133.279999,64.8145,0.193835
mux8,tsmc28,8,10,0.11437999999999704,30.114,111.042,0.00512
add,sky90,32,2275,0.4382754395604396,1143.660022,372.681,0.43208791208791214
mux4,sky90,1,8257,0.12749336175366355,28.420001,25.098,0.006479350853821
csa,tsmc28,16,24034,0.04077672239327619,98.783999,946.879,0.04289756178746776
mux8,sky90,64,2967,0.34396478193461405,1982.540038,605.952,0.3788338388945063
mult,sky90,16,917,1.0904565408942202,6101.480106,2770.0,4.877862595419847
csa,tsmc28,16,23543,0.04244547041583485,62.496001,481.11,0.027609055770292656
add,sky90,16,2707,0.3688706339120798,554.68001,193.792,0.23125230882896194
mult,tsmc28,16,4048,0.25795957312252965,1922.886,14300.0,1.6385869565217392
mux2,tsmc28,1,53922,0.01965830618300508,2.142,15.112,0.0006008679203293645
mux2d,tsmc28,1,51765,0.01893207205640877,3.276,26.574,0.000927267458707621
shiftleft,sky90,128,1755,0.5695325698005698,7463.680134,3390.0,1.932763532763533
mult,tsmc28,64,2342,0.4269854824935952,15405.390085,103000.0,17.771562766865927
mux2d,sky90,1,12953,0.0756591925422682,19.6,18.562,0.006029491237551147
mux4d,tsmc28,1,35904,0.02948604991087344,6.426,53.388,0.0019579991087344028
mult,tsmc28,64,2438,0.41469727235438886,17618.832028,122000.0,20.132895816242826
csa,tsmc28,16,23053,0.04244530217325294,62.496001,481.11,0.02763197848436212
mux2,tsmc28,32,17903,0.05585556035301346,32.130001,171.146,0.009897782494553985
mult,tsmc28,128,2017,0.521343820525533,50239.728229,312000.0,57.93257312840853
priorityencoder,sky90,16,6126,0.16939465491348352,166.600002,113.104,0.028778974861247145
csa,tsmc28,16,24524,0.040663382319360626,104.832,964.99,0.04346762355243842
mux2,tsmc28,32,18619,0.05585557725978839,32.130001,171.146,0.009898490788979
comparator,tsmc28,32,12867,0.08809919382917542,147.924,654.69,0.035672650967591514
mux4,tsmc28,32,14588,0.06829549273375377,76.103999,363.48,0.02495201535508637
flop,tsmc28,64,21273,0.0488919443425939,120.959999,630.0,0.21783481408358013
add,sky90,64,2054,0.48669491723466407,2674.420052,957.825,0.952288218111003
mult,tsmc28,16,3972,0.2571083363544814,2139.101998,16200.0,1.7797079556898288
mult,sky90,128,566,1.9132164522968198,301979.16406,136000.0,308.3144876325089
mux4,sky90,32,4118,0.24283532831471588,594.860011,331.197,0.131617289946576
mux4,sky90,16,4471,0.2374716099306643,392.980007,336.716,0.09349138895101766
shiftleft,tsmc28,128,7304,0.14135928148959476,2368.547985,11900.0,0.6592278203723987
mult,tsmc28,8,4700,0.21274895744680852,334.404002,2220.0,0.22914893617021276
mux8,sky90,16,3156,0.31606278073510774,523.32001,180.283,0.10963244613434726
flop,tsmc28,32,21273,0.0488919443425939,60.4799995,314.5805,0.10892210783622433
mult,sky90,32,702,1.4242284245014245,19874.400305,7550.0,16.801994301994302
shiftleft,sky90,128,1869,0.5349974788657036,8478.960135,5130.0,2.594970572498662
mux4,sky90,16,3907,0.2556648574353724,232.260005,65.86,0.0664704376759662
comparator,sky90,128,2683,0.37266110771524413,2825.340055,784.95,0.462541930674618
mux8,sky90,32,2924,0.34153726402188783,1064.280021,239.507,0.19220246238030098
mux8d,sky90,1,7307,0.1341250704803613,85.260001,40.078,0.01506774325988778
mux4,sky90,8,5034,0.2207511855383393,203.840004,102.281,0.0467222884386174
priorityencoder,sky90,128,3682,0.28672152634437803,1864.940032,910.869,0.1719174361759913
mult,sky90,128,10,29.683678,180759.040854,18000.0,78.1
mult,sky90,128,545,1.924225385321101,300240.644153,129000.0,302.308256880734
mux4,sky90,8,4474,0.22174063433169425,122.500002,39.907,0.03520339740724184
shiftleft,sky90,64,2115,0.47275823877068557,3320.240051,2040.0,0.9394799054373523
flop,sky90,16,9270,0.11434386515641856,266.5599975,129.629,0.38710895361380804
mux4,tsmc28,1,24155,0.0400992962119644,2.898,17.89,0.0008818050093148417
mux4,tsmc28,16,15827,0.06317816800404372,33.894,142.636,0.010412586087066406
mux4,sky90,128,3104,0.32191194845360827,2060.94004,567.296,0.5341494845360825
flop,sky90,64,8396,0.11434433539780849,1066.23999,520.0,1.5482968080038113
comparator,tsmc28,8,17080,0.058468009367681505,32.256,148.439,0.008588992974238877
mux2,sky90,64,4008,0.249340998003992,509.600006,173.87,0.17190618762475052
mux8,tsmc28,16,12754,0.07864877434530344,105.21,501.447,0.027755998118237413
comparator,sky90,16,4099,0.2462409419370578,410.620007,284.523,0.08587460356184434
mux4,sky90,8,4504,0.22543886678507993,168.560003,60.445,0.04054174067495559
mux4,tsmc28,64,13648,0.07299580890973037,141.623999,661.956,0.04645369284876905
mult,sky90,128,503,1.9880695705765408,271535.463355,88700.0,235.36978131212723
priorityencoder,tsmc28,8,32589,0.03304820052778545,11.592,49.654,0.002138758476786646
mux8,tsmc28,64,11455,0.09107112309035356,312.353999,1550.0,0.0857267568747272
mux4,sky90,128,3291,0.3176560094196293,2053.100039,760.125,0.5870556061987238
mux4,sky90,128,3232,0.3149519405940594,2190.300041,889.429,0.651299504950495
flop,tsmc28,8,20045,0.04889175255674732,15.12,78.634,0.0272362185083562
mux8d,tsmc28,1,22375,0.0455857374301676,20.664,171.151,0.0066100558659217875
mux8,tsmc28,8,12128,0.08243582585751978,41.706,181.866,0.010183047493403694
comparator,sky90,32,3386,0.2947787271116361,655.620013,173.527,0.0767867690490254
add,tsmc28,128,6777,0.14755591648221927,813.960006,3780.0,0.3209384683488269
csa,sky90,128,6052,0.16536163317911434,5269.460103,3280.0,2.4631526768010574
csa,sky90,8,6118,0.16536210853220007,330.260006,208.877,0.15495259888852567
mult,sky90,32,778,1.2898160437017996,26921.580481,17200.0,26.807197943444734
add,tsmc28,32,9812,0.1018860211985324,209.286002,1060.0,0.08153281695882594
mux4,sky90,32,3508,0.28452071379703536,449.820009,129.665,0.13768529076396807
mux4,sky90,64,3636,0.27624650275027507,889.840016,304.841,0.2714521452145215
comparator,sky90,16,4018,0.24806303982080635,358.680007,189.253,0.06321553011448482
mux8,sky90,1,5761,0.17009697552508246,70.560001,49.874,0.01256726262801597
mux2,sky90,32,5403,0.21904036165093466,233.240005,55.502,0.07551360355358135
shiftleft,tsmc28,128,7445,0.14241033445265278,2676.617983,13800.0,0.7658831430490262
mux2,tsmc28,1,48835,0.01965811682195147,2.142,15.112,0.0006020272345653731
mux4,sky90,16,4306,0.2304230919647004,358.679999,417.161,0.09962842545285648
mux8,tsmc28,128,10264,0.09738990335151988,700.937992,3100.0,0.16017147310989868
csa,sky90,32,6118,0.16536210853220007,1318.100026,832.166,0.6181758744687806
comparator,tsmc28,16,14285,0.07632350017500876,54.054,235.74,0.013860693034651733
mux2,tsmc28,16,18384,0.053569126196692775,15.246,84.024,0.0050641862489120976
mux2d,sky90,1,12424,0.07841937540244688,18.62,16.576,0.005924018029620091
mux4,tsmc28,64,13091,0.07627735841417768,132.551999,603.132,0.04529829653960736
mux8,tsmc28,8,13418,0.07609875510508272,46.368,224.828,0.012132955731107469
mult,tsmc28,16,3666,0.2727758685215494,1281.546006,8860.0,1.188761593016912
add,tsmc28,64,8370,0.11969531302270012,439.488003,2130.0,0.16439665471923534
mux4,tsmc28,8,18877,0.05756651925623775,22.302,111.045,0.006383429570376648
flop,sky90,128,8396,0.11434433539780849,2132.4799805,1035.0,3.0962958551691284
mux8,sky90,1,5644,0.1749683054571226,70.560001,47.501,0.012331679659815733
comparator,sky90,16,4259,0.24596490068091104,414.540007,269.17,0.08499647804648978
mux4,sky90,16,4514,0.22817500841825433,462.560009,352.002,0.11541869738591051
mux4,sky90,128,3041,0.32867219763235783,1891.400037,563.999,0.5004932587964486
comparator,sky90,16,3697,0.2704605861509332,354.760007,114.334,0.05923721936705437
comparator,tsmc28,32,12624,0.08578519518377693,146.412,662.137,0.035487959442332066
comparator,tsmc28,32,11168,0.08951854727793697,114.408,448.212,0.027489255014326645
priorityencoder,sky90,32,4788,0.21353147201336675,384.160007,267.54,0.052631578947368425
priorityencoder,sky90,128,3614,0.30526071555063644,1695.400033,611.905,0.13198671831765357
mux4,tsmc28,32,13981,0.07113564194263644,68.04,282.367,0.020813961805307205
mux4,sky90,8,4381,0.22772738849577723,120.540002,34.353,0.03362246062542799
mux4,tsmc28,32,15500,0.06548612903225806,73.961999,360.628,0.024322580645161292
mux2d,sky90,1,13746,0.07565843590862796,19.6,18.562,0.006030845336825259
mux2,tsmc28,64,20053,0.05297485019697801,87.318,456.882,0.024634717997307137
csa,sky90,128,6537,0.1653613709652746,5895.680115,3510.0,2.548569680281475
mux4,sky90,1,7789,0.12838318564642445,28.420001,22.994,0.006406470663756579
mux8,sky90,64,2846,0.35130134434293747,2092.30004,580.155,0.392832044975404
csa,tsmc28,32,10,0.06758100000000411,68.543999,229.117,0.028800000000000003
mult,sky90,8,1363,0.7637627153338225,2251.060042,1540.0,1.5766691122523844
priorityencoder,tsmc28,32,15476,0.06460917989144482,52.164,168.016,0.008516412509692426
add,tsmc28,32,10008,0.10399206394884093,207.900002,1070.0,0.08363309352517985
priorityencoder,sky90,16,6008,0.16939474034620508,166.600002,115.018,0.029061251664447403
mux8d,tsmc28,1,20620,0.04721960523763336,6.804,34.356,0.0018234723569350146
shiftleft,tsmc28,8,13986,0.0711090715000715,27.468,148.616,0.008336908336908337
mux4d,tsmc28,1,10,0.044273000000004004,2.268,8.147,0.000485
csa,tsmc28,128,23053,0.04244530217325294,499.96801,3850.0,0.2204919099466447
mux2,sky90,32,4450,0.2224351011235955,230.300004,63.574,0.07730337078651685
add,tsmc28,16,11521,0.08678002100512108,90.972001,475.207,0.03367763214998698
priorityencoder,sky90,64,4016,0.248852984063745,788.900013,356.748,0.07246015936254982
shiftleft,sky90,32,2453,0.40740408479412965,1381.800025,768.035,0.3530370974317163
csa,sky90,8,6358,0.16398216420257944,392.000008,245.798,0.1818181818181818
add,tsmc28,8,10,0.25532499999999914,15.75,58.809,0.007129999999999999
shiftleft,tsmc28,32,9779,0.10537294477962983,359.604,1700.0,0.09990796604969833
mux2,sky90,32,3850,0.2503912597402597,226.380004,76.383,0.08337662337662337
comparator,tsmc28,32,10,0.21334099999999978,64.26,218.094,0.01492
mux2,sky90,64,4141,0.2484585633904854,479.220009,102.601,0.1504467519922724
csa,sky90,16,6052,0.16536163317911434,659.540013,409.513,0.30799735624586916
mux2d,tsmc28,1,53878,0.01893245139017781,3.276,26.574,0.0009280225695088904
priorityencoder,tsmc28,32,10,0.24741400000000624,25.326,69.772,0.003940000000000001
